"Año-Mes","Ejercicio","Mes","Código","Nombre Cuenta","Naturaleza","Saldo Anterior","Saldo Final","Δ Saldos","Mov Cargo","Mov Abono","Mov Neto","Diferencia","Abs Diff","Categoría","Pólizas relacionadas"
"2023-12","2023","12","620001900000000000002","IMPUESTO SOBRE NOMINA","deudora","485.00","485.00","0.00","0.00","485.00","-485.00","485.00","485.00","Cierre ejercicio (Dic/Ene)","diario#2 2023-12-31"
"2024-01","2024","1","620001900000000000002","IMPUESTO SOBRE NOMINA","deudora","485.00","0.00","-485.00","0.00","0.00","0.00","-485.00","485.00","Cierre ejercicio (Dic/Ene)",""
"2024-12","2024","12","610003500000000000002","RECARGOS FISCALES","deudora","82.00","335.53","253.53","253.53","335.53","-82.00","335.53","335.53","Cierre ejercicio (Dic/Ene)","diario#100055 2024-12-20 | diario#4 2024-12-31"
"2025-01","2025","1","610003500000000000002","RECARGOS FISCALES","deudora","335.53","82.44","-253.09","82.44","0.00","82.44","-335.53","335.53","Cierre ejercicio (Dic/Ene)","diario#100101 2025-01-31"
"2025-12","2025","12","630000400000000000002","DEPRECIACION DE EQUIPO DE OFICINA","deudora","246.89","282.16","35.27","35.27","282.16","-246.89","282.16","282.16","Cierre ejercicio (Dic/Ene)","diario#57 2025-12-31 | diario#3 2025-12-31"
"2026-01","2026","1","630000400000000000002","DEPRECIACION DE EQUIPO DE OFICINA","deudora","282.16","35.27","-246.89","35.27","0.00","35.27","-282.16","282.16","Cierre ejercicio (Dic/Ene)","diario#51 2026-01-31"
"2024-12","2024","12","610006900000000000002","Accesorios para eq. de transporte","deudora","278.45","278.45","0.00","0.00","278.45","-278.45","278.45","278.45","Cierre ejercicio (Dic/Ene)","diario#4 2024-12-31"
"2025-01","2025","1","610006900000000000002","Accesorios para eq. de transporte","deudora","278.45","0.00","-278.45","0.00","0.00","0.00","-278.45","278.45","Cierre ejercicio (Dic/Ene)",""
"2024-12","2024","12","610005000000000000002","PUBLICIDAD","deudora","258.62","258.62","0.00","0.00","258.62","-258.62","258.62","258.62","Cierre ejercicio (Dic/Ene)","diario#4 2024-12-31"
"2025-01","2025","1","610005000000000000002","PUBLICIDAD","deudora","258.62","0.00","-258.62","0.00","0.00","0.00","-258.62","258.62","Cierre ejercicio (Dic/Ene)",""
"2024-12","2024","12","610002200000000000002","LIMPIEZA","deudora","238.51","238.51","0.00","0.00","238.51","-238.51","238.51","238.51","Cierre ejercicio (Dic/Ene)","diario#4 2024-12-31"
"2025-01","2025","1","610002200000000000002","LIMPIEZA","deudora","238.51","0.00","-238.51","0.00","0.00","0.00","-238.51","238.51","Cierre ejercicio (Dic/Ene)",""
"2023-12","2023","12","620003400000000000002","RECARGOS FISCALES","deudora","9.00","207.25","198.25","198.25","207.25","-9.00","207.25","207.25","Cierre ejercicio (Dic/Ene)","diario#100017 2023-12-19 | diario#2 2023-12-31"
"2024-01","2024","1","620003400000000000002","RECARGOS FISCALES","deudora","207.25","0.00","-207.25","0.00","0.00","0.00","-207.25","207.25","Cierre ejercicio (Dic/Ene)",""
"2023-12","2023","12","620005400000000000002","NO DEDUCIBLES","deudora","2.00","2.05","0.05","0.05","2.05","-2.00","2.05","2.05","Cierre ejercicio (Dic/Ene)","diario#100028 2023-12-22 | diario#100036 2023-12-27 | diario#2 2023-12-31"
"2024-01","2024","1","620005400000000000002","NO DEDUCIBLES","deudora","2.05","0.00","-2.05","0.00","0.00","0.00","-2.05","2.05","Cierre ejercicio (Dic/Ene)",""
"2024-12","2024","12","710000400000000000002","OTROS PRODUCTOS FINANCIEROS","acreedora","0.00","0.04","0.04","0.04","0.04","0.00","0.04","0.04","Cierre ejercicio (Dic/Ene)","diario#5 2024-12-03 | diario#16 2024-12-09 | diario#4 2024-12-31"
"2025-01","2025","1","710000400000000000002","OTROS PRODUCTOS FINANCIEROS","acreedora","0.04","0.00","-0.04","0.00","0.00","0.00","-0.04","0.04","Cierre ejercicio (Dic/Ene)",""
